12桁	帳簿	直前のAIND	本文冒頭
637727150378	$$$	AIND-D01944	إسماعيل بن حسين بن حسن الكمال أبو البركات بن الشيخ الفتحي المكي وهو بكنيته أشهر يأتي .
950311850285	$$$	AIND-D01945	إسماعيل بن الحسين بن سالم بن أبي الفضل هو الذي قبله .
848046330173	$$$	AIND-D01951	إسماعيل بن عبد الرحمن بن عبد الغني بن شاكر بن الجيعان يأتي في أمير حاج فهو به أشهر .
564188418366	$$$	AIND-D01952	إسماعيل بن عبد الرزاق المجد أبو البركات الصوفي الكاتب ويعرف ببني الجيعان وهو بكنيته أشهر ، في الكني .
641170674028	$$$	AIND-D01979	إسماعيل بن محمد بن أبي بكر بن المقرئ . مضى في ابن أبي بكر بن عبد الله .
156778893683	$$$	AIND-D01984	إسماعيل بن محمد بن أبي يزيد بن الشيخ جمال الدين التوريزي الأصل الزبيدي اليماني ثم المكي الشافعي شارح الألفية النحوية . س
151582151030	$$$	AIND-D01987	إسماعيل بن مروان ، في ابن إبراهيم بن مروان .
971996402055	$$$	AIND-D01992	إسماعيل بن يحيى مجد الدين بن علم الدين بن البقري أخو الشرف عبد الباسط ذكر في الألقاب .
817541157271	$$$	AIND-D02000	إسماعيل التبريزي . في الرومي قريبا .
467773952408	$$$	AIND-D02000	إسماعيل الجياني . مضى في ابن إبراهيم بن محمد بن علي .
445372174792	$$$	AIND-D02023	أقباي الأقنص . يأتي قريبا .
229310992842	$$$	AIND-D02023	أقباي الدوادار . هو المؤيدي يأتي قريبا .
756979601867	$$$	AIND-D02023	أقباي طاز . يأتي قريبا .
227616494031	$$$	AIND-D02023	أقباي الطرنطاي . مضى قريبا .
370247995856	$$$	AIND-D02023	أقباي الطويل الأشرفي قايتباي . ذكر قريبا والظاهر خشقدم . يأتي قريبا .
903759270378	$$$	AIND-D02037	أقبردي مذكور في حوادث سنة عشرة .
397930402288	$$$	AIND-D02041	أقبغا علاء الدين التركي ، في أقبغا الطولوني .
107495821813	$$$	AIND-D02041	أقبغا علاء الدين الرومي في أقبغا الجمالي قريبا .
701870641654	$$$	AIND-D02041	أقبغا علاء الدين الظاهري في أقبغا شيطان .
987687293433	$$$	AIND-D02041	أقبغا التركماني مضى في أقبغا من مامش قريبا .
827540378107	$$$	AIND-D02041	أقبغا التمرازي سبق قريبا .
102387159551	$$$	AIND-D02043	أقبغا جيار ، يأتي قريبا .
313956241920	$$$	AIND-D02043	أقبغا دوادار يشبك . كذلك
889360224777	$$$	AIND-D02047	أقبغا اللكاش . في الطولوني قريبا .
499193483786	$$$	AIND-D02047	أقبغا الهدباني الظاهري . مضى قريبا .
969328824858	$$$	AIND-D02057	الطنبغا الرقبي . في المرقبي على الصواب قريبا .
267433021987	$$$	AIND-D02062	الطنبغا القرمشي ، مضى قريبا فيمن يلقب سيف الدين .
854539112996	$$$	AIND-D02062	الطنبغا اللفاف والمعلم مضى قريبا .
440028631592	$$$	AIND-D02066	الماس الأشرفي برسباي ، في العلاء قريبا .
931009663536	$$$	AIND-D02068	الوغ بك بن شاه رخ . يأتي في المحمدين .
241050849858	$$$	AIND-D02076	أمير حاج بن أبي الفرج في محمد بن محمد بن عبد الغني بن أبي الفرج .
136080003655	$$$	AIND-D02077	أمير حاج بن محمد بن بركوت الصلاح المكيني . مضى في أحمد .
358562665092	$$$	AIND-D02100	اينال الأجرود العلائي الأشرف . يأتي قريبا .
870334861977	$$$	AIND-D02111	اينال الفقيه الظاهري جقمق ، هو اينال باي الماضي .
924604961437	$$$	AIND-D02112	اينال المنقار ، هو الجلالي ، مضى قريبا .
973145641673	$$$	AIND-D02126	باكير هو أبو بكر بن إسحاق بن خلد .
665325671111	$$$	AIND-D02127	بايزيد في أبي يزيد من الكنى .
546106774250	$$$	AIND-D02143	بردبك اثني عشر ، يأتي قريبا في بردبك الظاهري .
531572607103	$$$	AIND-D02214	بلاط تقدم قريبا في بك بلاط .
109928518528	$$$	AIND-D02227	بولاد نزيل بيت المقدس . في فولاد .
351281353625	$$$	AIND-D02235	بيبرس ابن أخت الظاهر برقوق مضى قريبا .
156187497372	$$$	AIND-D02237	بيخجا الظاهري برقوق . هو طيفور يأتي .
707226768302	$$$	AIND-D02246	بيسق هو محمد بن عبد الكريم .
379198641070	$$$	AIND-D02246	بيسق شيخ الفراشين بالحرم المكي . في محمد بن أحمد بن عبد العزيز .
381530674149	$$$	AIND-D02273	تغرى برمش بن أحمد البهستي نائب حلب ، يأتي قريبا في تغرى ورمش .
968758399975	$$$	AIND-D02273	تغرى برمش بن عبد الله التركماني . في الذي بعده .
182259291127	$$$	AIND-D02278	تغرى برمش نائب حلب . هو الذي بعده .
781310759935	$$$	AIND-D02279	تقي بن عبد السلام بن محمد الكازروني . يأتي في محمد .
398563742756	$$$	AIND-D02302	تمرلنك . في تيمور قريبا .
250316067905	$$$	AIND-D02317	تنم الحسني الظاهري ، مضى في تنم سيف الدين قريبا .
723093820503	$$$	AIND-D02328	جاء الخبر . اسمه فائد .
284046660734	$$$	AIND-D02344	جانبك الأبلق هو الظاهري يأتي .
977532884107	$$$	AIND-D02349	جانبك الاشرفي اينال ويعرف بالاشقر .
640079061715	$$$	AIND-D02351	جانبك البواب . يأتي قريبا .
109459866000	$$$	AIND-D02354	جانبك الجداوي يأتي قريبا . ###$AIND-D02356 | 2523293337910$# $ 222 جانبك الجكمي جكم من عوض المتغلب على حلب . صيره الظاهر
606286648478	$$$	AIND-D02357	جانبك حبيب هو العلائي .
290577192095	$$$	AIND-D02357	جانبك حرامي شكل . هو المؤيدي .
480142955704	$$$	AIND-D02362	جانبك السيفي . مضى في جانبك الثور قريبا .
811488777404	$$$	AIND-D02363	جانبك شيخ . هو المؤيدي يأتي .
613296640095	$$$	AIND-D02369	جانبك الظريف .
784271938758	$$$	AIND-D02369	جانبك عفريت . مضيا .
353118459086	$$$	AIND-D02371	جانبك الفقيه . هو من ظطخ الظاهري أمير سلاح . مضى أولا .
540029228241	$$$	AIND-D02373	جانبك قلقسيز ، هو الاينالي الاشرفي . مضى .
160616682719	$$$	AIND-D02376	جانبك المرتد يأتي قريبا
213079037160	$$$	AIND-D02376	جانبك المشد . هو الاشرفي برسباي
916199576808	$$$	AIND-D02376	جانبك المغربي مضيا
832795841777	$$$	AIND-D02379	جانبك نائب بعلبك . في النوروزي قريبا .
826446256560	$$$	AIND-D02404	جرقطلي في جار قطلي .
923170510154	$$$	AIND-D02424	جقمق الأرغون شاوي الدوادار . ولي نيابة دمشق وابتنى فيها في جوار الجامع الاموي مدرسة تعرف بالجقمقية ثم خرج بها عن طاعة ال
315319391566	$$$	AIND-D02426	جقمق المؤيدي الدوادار نائب الشام . مضى قريبا .
960835360100	$$$	AIND-D02444	جقمق في حوادث سنة عشر .
284063438187	$$$	AIND-D02449	الجنيد السكري . في محمد بن محمد بن . وكذا في محمد بن محمد فقط فيجمعا .
351193273709	$$$	AIND-D02450	جهان شاه هو محمود بن محمد بن قاوان . يأتي .
179381998964	$$$	AIND-D02451	جوان اللعين صاحب قبرس . يأتي في صاحب من الألقاب .
925246690683	$$$	AIND-D02452	جوكي بن شاه رخ . مضى في أحمد .
245250393945	$$$	AIND-D02461	جوهر الصفوي . يأتي في المنجكي قريبا .
283191023014	$$$	AIND-D02479	حاجي بن مغلطاي ويقال له أمير حاج ، مضى في الهمزة .
114085074342	$$$	AIND-D02479	حاجي فقيه في ابن عبد الله قريبا .
247627519398	$$$	AIND-D02482	حافظ . في عبيد الله بن عبد الله .
798012478890	$$$	AIND-D02482	حافظ آخر مقرئ كان شيخ قبة المرح . في محمد بن علي .
412231957514	$$$	AIND-D02493	حدندل ، في على غير منسوب .
604575372777	$$$	AIND-D02509	حسن بن إبراهيم الخالدي . مضى فيمن جده حسين بن إبراهيم قريبا .
471923879121	$$$	AIND-D02528	الحسن بن أمير علي بن سنقر حسام الدين بن غرلو نسبة لجد له من جهة الأم . يأتي في آخر من اسمه حسن .
968724846082	$$$	AIND-D02528	الحسن بن أيوب . يأتي في ابن يوسف بن أيوب .
872771753647	$$$	AIND-D02618	حسن بن محمد بن جعفر . أحيل عليه في الحسن بن جعفر فينظر .
426577499871	$$$	AIND-D02640	حسن بن محمد بن نصر الله . يأتي قريبا بدون محمد
891088279270	$$$	AIND-D02643	حسن بن محمد الأمير البدر بن المحب الطرابلسي الاسلمي . مضى في ابن عبد الله .
125086734071	$$$	AIND-D02649	حسن بن نبهان . في ابن محمد بن عمر بن الحسن بن نبهان .
568936372005	$$$	AIND-D02674	حسن الشريف السكندري . مضى في الملقبين بدر الدين قريبا .
519623939887	$$$	AIND-D02678	حسن العلقمي . في ابن أحمد بن حرمي بن مكي بن موسى .
162109855538	$$$	AIND-D02679	حسن الفيومي إمام الزاهد . في ابن علي بن سليمان .
619859416883	$$$	AIND-D02679	حسن القدسي شيخ الشيخونية . في ابن أبي بكر بن أحمد .
504318924593	$$$	AIND-D02681	حسن النمراوي اثنان : ابن علي بن حسن بن أبي بكر وابن محمد بن علي وهما صهران .
380989609784	$$$	AIND-D02681	حسن الهندي . مضى قريبا .
370231220040	$$$	AIND-D02685	حسين بن أحمد بن علي المواز . تقدم في حسن بالتكبير .
843822667615	$$$	AIND-D02691	حسين بن أحمد ، مضى في تغرى برمش .
862596372324	$$$	AIND-D02692	حسين بن أصيل ، يأتي في ابن عبد الله بن أوليا .
965663004532	$$$	AIND-D02699	حسين بن أبي الخير الفاكهاني . يأتي في ابن محمد بن محمد بن علي .
367232292733	$$$	AIND-D02702	حسين بن عبد العزيز الحفصي . في ابن أبي فارس
145865316266	$$$	AIND-D02724	حسين بن علي بن محمد بن غضنفر أحد الاشراف . يأتي في أواخر الحسينيين .
917638223862	$$$	AIND-D02762	حسين الأهدل . في ابن عبد الرحمن بن محمد بن علي . وفي ابن صديق بن حسين .
704181704697	$$$	AIND-D02762	حسين خادم الشافعي . في ابن محمد بن أحمد .
187426674682	$$$	AIND-D02762	حسين السامري كاتب سر دمشق وناظر جيشها . مضى في ابن عبد الله .
447339305024	$$$	AIND-D02788	حمزة بن محمد بن موسى . هو طوغان يأتي .
528494893129	$$$	AIND-D02793	حميد الضرير . هو أحمد بن محمد بن عماد .
896192747610	$$$	AIND-D02799	حيدر العجمي شيخ قبة النصر . مضى في ابن أحمد بن إبراهيم قريبا .
947799464071	$$$	AIND-D02819	خربندا في خذابنده وانه محمد بن أرغون بن ايغا يأتي .
923808045194	$$$	AIND-D02819	خرز وقيل بالسين بدل الزاي الشامي . هو إبراهيم بن عبد الله مضى .
587567470736	$$$	AIND-D02821	خسرو نائب الشام . كذا سماه العيني وصوابه قصروه وسيأتي في القاف .
267995060418	$$$	AIND-D02845	خضر بن علي بن أحمد بن عبد العزيز بن القسم . في محمد .
189351860458	$$$	AIND-D02866	خلف الايوبي صاحب حصن كيفا . في ابن محمد بن سليمان .
789883918576	$$$	AIND-D02871	خليفة المغربي نزيل بيت المقدس . مضى في ابن مسعود بن موسى .
